Producto;ProdNombre;Division;Estilo ID;Categoria;Grupo;Marca;UltFecha_EC;SaldoUND_EC;UltFecha_DS;SaldoUND_DS
C204465;SANDALIAS P/NIÑA INF PLANAS;CALZADO;RP9130;CALZADO INFANTIL P/NIÑA;SANDALIAS P/NIÑA INF;BLOOM;46102;102;;0
C205367;BLUSA P/DAMA M/C ALGODON;ROPA;107-11878;DAMA;BLUSA P/DAMA M/C ALGODON;DENIM LOVERS;46102;6;;0
C205873;CAMISETA P/NIÑO JUV OVERSIZE M/C PABLO ESCOBAR;ROPA;ABC25-J-194;JUVENIL NIÑO;CAMISETA P/NIÑO JUV OVERSIZE M/C;ABC;46102;156;;0
C206828;OVEROLL P/DAMA LARGO TELA;ROPA;PTY1382;DAMA;OVEROLL P/DAMA TELA LARGO CASUAL;SWEET COUTURE;46102;43;;0
C207882;SET JARRA+VASOS PLASTICOS;HOGAR;37000-1207-114;COCINA;SET JARRA+VASOS PLASTICOS;YIWU LYFHON;46109;108;;0
C212903;BLUSA P/NIÑA INF M/C ALGODÓN;ROPA;010-44499D;INFANTIL NIÑA;BLUSA P/NIÑA INF M/C ALGODON;DENIM LOVERS;46119;144;;0
C190304;BOXER P/DAMA MICROFIBRA;INTERIOR DETALLE;LBC-2308;DI DAMA;BOXER P/DAMA MICROFIBRA ECONOMICO;LATIN LOVE;45988;924;;0
C191547;SET MOCHILA P/NIÑO #16;ESCOLAR;F22-164-1-L.J/1;MOCHILAS ESCOLARES;SET D/MOCHILA P/NIÑO 15/16 ;;;14;;0
C191768;COLLAR P/DAMA ;ACCESORIOS;CM355;ACCESORIOS DE JOYERIA;CADENAS P/DAMA;LATAM;45994;72;;0
C194418;CHANCLETAS P/NIÑO JUV D/METER;CALZADO PLASTICO;GLO-0079-Y3;CALZADO P/NIÑO JUV PLASTICO;CHANCLETAS P/NIÑO JUV D/METER;GLOBAL;46043;6;;0
C194788;GANCHO MARIPOSA P/DAMA PLASTICO MEDIANO ;ACCESORIOS;3403-1017-14B;ACCESORIOS DE CABELLO;GANCHO P/DAMA MARIPOSA MEDIANO;YIWU LYFHON;46045;108;;0
C195487;CHANCLETAS P/HOM D/METER;CALZADO PLASTICO;43091-XL2510;CALZADO P/HOMBRE PLASTICO;CHANCLETAS P/HOMBRE D/METER;YIWU LYFHON;46046;-5;;0
C196100;AFILADOR D/CUCHILLOS ;HOGAR;88697;COCINA;AFILADOR D/CUCHILLOS;S/M;46049;7;;0
C197807;ESPEJO D/TOCADOR C/LUZ;BELLEZA;7344-116-2;ACCESORIOS DE MAQUILLAJE;ESPEJOS D/TOCADOR;YIWU LYFHON;46055;3;;0
C200683;SANDALIAS P/DAMA PLANAS ;CALZADO;MT8305L;CALZADO P/DAMA;SANDALIAS P/DAMA PLANAS;BLINK;46065;66;;0
C204423;BRASSIER P/DAMA FOMI COPA C;INTERIOR DETALLE;49121-LF023;DI DAMA;BRASSIER P/DAMA COPA C FOMI;;46099;2052;;0
C205736;CAMISETA P/HOM S/M OVERFIT ;ROPA;29-66-4931;CABALLERO;CAMISETA P/HOM S/M OVERFIT ;BLOCK;46102;21;;0
C207875;SET JARRA+VASOS PLASTICOS;HOGAR;37000-1207-107;COCINA;SET JARRA+VASOS PLASTICOS;YIWU LYFHON;46109;105;;0
C207942;MALETIN P/HOMBRE 70CM;ACCESORIOS;11293-1229-21;ACCESORIOS PERSONALES;MALETIN P/HOMBRE 51CM-75CM;YIWU LYFHON;46108;234;;0
C213932;BOXER P/HOMBRE P/L MICROFIBRA;INTERIOR DETALLE;17-H-CL-19228;DI CABALLERO;BOXER P/HOMBRE P/LARGA MICROFIBRA;BOXER;46122;312;;0
C215101;LOCION P/DAMA MAGNATE 80ML RIHA MUSK AL SAFWA;CUIDADO PERSONAL;065107;HIGIENE PERSONAL;LOCION PARA DAMA;MAGNATE;46123;189;;0
C184363;BOXER P/HOMBRE P/C ALGODÓN;INTERIOR DETALLE;48978-6185;DI CABALLERO;BOXER P/HOMBRE P/CORTA ALGODON;YIWU LYFHON;45948;600;;0
C185323;SET D/ARITOS P/DAMA;ACCESORIOS;5134-612-30;ACCESORIOS DE JOYERIA;SET D/ARITOS P/DAMA;YIWU LYFHON;45951;1;;0
C190549;CHALECO P/DAMA TELA S/M;ROPA;ZW-12976;DAMA;CHALECO P/DAMA TELA;ZAWARY;45989;6;;0
C196343;CUCHARON ALUMINIO;HOGAR;35699-1020-41;COCINA;CUCHARON D/ALUMINIO;YIWU LYFHON;46050;12;;0
C197891;PELOTA D/FUTBOL #5 GAOBA ;DEPORTIVA;2507DA;BALONES;PELOTA DE FUTBOL #5;;46057;1;;0
C202422;SET LOCION+SHAMPOO SPIDEY 3EN1 2PZS;CUIDADO PERSONAL;MR92020;HIGIENE P/NIÑO (A);SHAMPOO P/NIÑOS;SPIDEY;46080;1;;0
C204290;SANDALIAS P/DAMA PLANAS;CALZADO;43463-W26-81A;CALZADO P/DAMA;SANDALIAS P/DAMA PLANAS;YIWU LYFHON;46101;7;;0
C178818;BALSAMO LABIAL;BELLEZA;SAC184;MAQUILLAJE;BALSAMO LABIAL;SAS;45904;12;;0
C180045;ESPEJO DECORATIVO;HOGAR;6846-MX2002;SALA DE HOGAR;ESPEJO D/PARED DECORATIVO ;YIWU LYFHON;45909;2;;0
C181700;SET ESPECIEROS 3PZS;HOGAR;34265-1537-203-3;COCINA;SET DE ESPECIEROS;YIWU LYFHON;45926;3;;0
C184001;SET MOCHILA+LONCHERA+LAPICERA 3PZS;ESCOLAR;10930-724-2;MOCHILAS ESCOLARES;SET D/MOCHILA P/NIÑA 15/16 ;YIWU LYFHON;45947;20;;0
C184553;SOMBRERO P/HOMBRE TELA ;ACCESORIOS;38933-322-11;ACCESORIOS PERSONALES;SOMBRERO P/HOMBRE D/TELA;YIWU LYFHON;45948;406;;0
C184787;LUCES NAVIDEÑAS ROJAS C/T 12M 100 UND 110V ;CELEBRACIONES;6335-401-21;NAVIDAD;LUCES NAVIDEÑAS;YIWU LYFHON;45951;1;;0
C185726;AUDIFONOS P/NIÑO AVENGER;TECNOLOGIA;GA-208I-EMMA-014;ACCESORIOS DE TECNOLOGIA;AUDIFONOS P/NIÑO;LATAM;45957;160;;0
C191617;ENCRESPADOR D/PESTAÑAS;BELLEZA;26918-1110-57;ACCESORIOS DE MAQUILLAJE;ENCRESPADOR DE PESTAÑAS;REVEL;46101;468;;0
C192874;BLUMER P/NIÑA JUV ALGODÓN;INTERIOR DETALLE;48743-320-38;DI JUVENIL NIÑA;BLUMER P/NIÑA JUV ALGODON;YIWU LYFHON;46008;145;;0
C193769;SET MUÑECA+ACCESORIOS G;JUGUETERIA;18064;JUGUETE P/NIÑA D/GONDOLA;SET MUÑECA+ACCESORIOS D/GONDOLA;SPARKLE TOYS;46027;3;;0
C177757;TAZA D/VIDRIO ;HOGAR;36079-312-13;COCINA;TAZA DE VIDRIO;YIWU LYFHON;45901;1;;0
C180408;SET CEPILLO P/MANICURE 2PZS ;BELLEZA;27101-317-20;ACCESORIOS P/MANOS Y PIES;CEPILLO P/MANICURE;YIWU LYFHON;45912;174;;0
C186837;BLUSA P/NIÑA JUV M/C ALGODÓN;ROPA;BLS/LT-GY/JV-2;JUVENIL NIÑA;BLUSA P/NIÑA JUV M/C ALGODON;GAYLA;46119;222;;0
C189733;BRASSIER P/DAMA COPA B;INTERIOR DETALLE;49211-LF25074;DI DAMA;BRASSIER P/DAMA COPA B;MIA SECRETS;45980;37;;0
C191647;SET MOCHILA P/NIÑA #14;ESCOLAR;CC33-143-1-FRONZEN/1;MOCHILAS ESCOLARES;SET D/MOCHILA P/NIÑA 13/14 ;;;5;;0
C193497;COLADOR ALUMINIO 9CM;HOGAR;100-1500;COCINA;COLADOR METALICO;ROBERT HAMILTON;46017;9;;0
C193609;SPRAY PERFUMADO P/HOMBRE KHAMRAH 300ML QAHWA;CUIDADO PERSONAL;347699;HIGIENE PERSONAL;SPRAY PERFUMADO P/HOMBRE;MAGNATE;46123;1;;0
C194494;TOBIMEDIAS P/NIÑA INF ;INTERIOR DETALLE;32260-320-9/INFUND;DI INFANTIL NIÑA;TOBIMEDIAS P/NIÑA INF;;;9920;;0
C202550;DESODORANTE BARRA HOM XTRACARE 64GR COOL FRESH;CUIDADO PERSONAL;RI-07990;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;XTRA CARE;46081;94;;0
C175670;GORRA P/HOMBRE;ACCESORIOS;39201-322-7;ACCESORIOS PERSONALES;GORRAS P/HOM;YIWU LYFHON;45889;240;;0
C181309;TENIS P/NIÑA JUV;CALZADO;43280-315-243;CALZADO JUVENIL P/NIÑA;TENIS P/NIÑA JUV;YIWU LYFHON;45919;2;;0
C184054;BOXER P/DAMA MICROFIBRA ;INTERIOR DETALLE;BRL-12;DI DAMA;BOXER P/DAMA MICROFIBRA;LEENOR;;1;;0
C189558;BLUSA P/NIÑA JUV M/C ALGODÓN ;ROPA;BL-GYBS-JV-14;JUVENIL NIÑA;BLUSA P/NIÑA JUV M/C ALGODON;GAYLA;46119;354;;0
C190691;CAMISETA P/HOMBRE OVERSIZE M/C MICKEY;ROPA;LI-1171;CABALLERO;CAMISETA P/HOMBRE OVERSIZE;MICKEY;46102;97;;0
C193292;MASCARILLA P/LABIOS DEAR SHE CHERRY;CUIDADO PERSONAL;28602-1049;HIGIENE PERSONAL;MASCARILLA P/LABIOS;YIWU LYFHON;46012;10;;0
C198770;ESPEJO D/TOCADOR;BELLEZA;7660-116-11;ACCESORIOS DE MAQUILLAJE;ESPEJOS D/TOCADOR;YIWU LYFHON;46065;36;;0
C198902;SABANA PELUCHE 750GRS ;HOGAR;COB-750F-017;DORMITORIO;SABANA PELUCHE;COLIBRI ;46072;631;;0
C199821;CONJUNTO RN NI´ÑA BLUSA M/C+SHORTS TELA;ROPA;330-7987;ROPA RECIEN NACIDA NIÑA;CONJUNTO RECIEN NACIDA NIÑA;EURO BABY;46065;1;;0
C201721;CHANCLETAS P/NIÑO INF CROCS;CALZADO PLASTICO;43091-A609-3M;CALZADO P/NIÑO INF PLASTICO;CHANCLETAS P/NIÑO INF CROCS;YIWU LYFHON ;46073;24;;0
C205745;CAMISETA P/BEBE NIÑO S/M;ROPA;37-00870;ROPA P/BEBE NIÑO;CAMISETA P/BEBE NIÑO S/M;BEBE CRECE;46102;6;;0
C205761;JEANS P/HOM SKINNY 28-34;ROPA;29-66-4158A;CABALLERO;JEANS P/HOM SKINNY 28-34;BLOCK;46102;48;;0
C210875;JARRA PLASTICA 800ML;HOGAR;37000-1207-7;COCINA;JARRA PLASTICA;YIWU LYFHON;46113;18;;0
C213614;CAMISETA P/HOMBRE OVERSIZE M/C;ROPA;NT224-R;CABALLERO;CAMISETA P/HOMBRE OVERSIZE;NEOXS;46119;144;;0
C213906;CHANCLETAS P/HOM D/METER;CALZADO PLASTICO;MR-R4269-10M;CALZADO P/HOMBRE PLASTICO;CHANCLETAS P/HOMBRE D/METER;MOLSER;46121;36;;0
C214874;BLUSA P/DAMA S/M D/VESTIR;ROPA;NNN-1640;DAMA;BLUSA P/DAMA S/M D/VESTIR;SALVAJE;46122;96;;0
C215121;SET LOCION P/DAMA MAGNATE 100ML+12ML PURPLE;CUIDADO PERSONAL;917923;HIGIENE PERSONAL;ESTUCHE DE LOCIONES P/DAMA;MAGNATE;46123;282;;0
C160668;VASO P/AGUA THERMICO ;HOGAR;NS402747;COCINA;VASO THERMICO;;45848;65;;0
C163881;CARTERA P/NIÑA D/CRUZAR SILICON MINNIE;ACCESORIOS;10909-321-35;ACCESORIOS PERSONALES;CARTERAS P/NIÑA;YIWU LYFHON;45854;240;;0
C166846;BLUSA P/DAMA CENTRO;INTERIOR DETALLE;48791-3232-6;DI DAMA;BLUSA P/DAMA CENTRO;YIWU LYFHON;45862;305;;0
C213952;BOXER P/DAMA LASER;INTERIOR DETALLE;CR-D-PY-19520;DI DAMA;BOXER P/DAMA LASER;PINK BLONDELLE;46122;671;;0
C215809;BLUSA P/NIÑA JUV S/M D/VESTIR;ROPA;AGT198;JUVENIL NIÑA;BLUSA P/NIÑA JUV S/M D/VESTIR;AMORE MIO;46130;96;;0
C165659;ORGANIZADOR D/BAÑO METALICO ;HOGAR;TDY-304BK;BAÑO;ORGANIZADOR DE BAÑO;TIDY HOUSE;46007;3;;0
C170949;GANCHO P/DAMA MARIPOSA PLASTICO PEQUEÑO;ACCESORIOS;849-312-54;ACCESORIOS DE CABELLO;GANCHO P/DAMA MARIPOSA PEQUEÑO;YIWU LYFHON;45876;1;;0
C172037;FRIDERA 12CM;HOGAR;50648-XM05;COCINA;FRIDERA 12CM;YIWU LYFHON;46052;223;;0
C180416;LIMA P/UÑAS;BELLEZA;27101-317-29;ACCESORIOS P/MANOS Y PIES;LIMA P/UÑAS;YIWU LYFHON;45912;36;;0
C093202;SOMBRERO P/DAMA CASUAL;ACCESORIOS;38679-416-6;ACCESORIOS PERSONALES;SOMBRERO P/DAMA CASUAL;YIWU LYFHON;45528;7;;0
C113604;JEANS P/DAMA SKINNY ;ROPA;JNSK-BS-DM10;DAMA;JEANS P/DAMA 3/4-15/16 SKINNY;SKANDALO;46022;6;;0
C069713;TINTE P/CABELLO TEMPORAL POLVO COLORES;CUIDADO PERSONAL;B746;HIGIENE PERSONAL;TINTE P/CABELLO;ROMANTIC QUEEN;45435;61;;0
C069775;LIPSTICK MATTE;BELLEZA;L3318;MAQUILLAJE;LIPSTICK;MISS BETTY;45435;13;;0
C094532;BAÑERA P/BEBE;BEBE;36044-O11;BAÑO P/BEBE;BAÑERA P/BEBE;YIWU LYFHON;45574;1;;0
C095601;PULSERA P/DAMA D/ACERO;ACCESORIOS;4470-418-17;ACCESORIOS DE JOYERIA;PULSERA P/DAMA FINA;YIWU LYFHON;45532;1;;0
C105404;SET RELOJ+CELULAR P/NIÑA C;ACCESORIOS;1952-418-301;ACCESORIOS PERSONALES;RELOJ P/NIÑA;YIWU LYFHON;45584;1;;0
C198509;CHANCLETAS P/NIÑO PRE-JUV CROCS;CALZADO PLASTICO;A08-25-1;CALZADO P/NIÑO PRE-JUV PLASTICO;CHANCLETAS P/NIÑO PRE-JUV CROCS FINA;CROCS;46058;228;;0
C200603;ZAPATILLAS P/NIÑA INF BAILARINA;CALZADO;MT7417GL;CALZADO INFANTIL P/NIÑA;ZAPATILLAS P/NIÑA INF;BLINK;46065;6;;0
C200801;JEANS P/NIÑO JUV SKINNY;ROPA;188-0229C;JUVENIL NIÑO;JEANS P/NIÑO JUV 8-18 SKINNY;VIZIO;46064;36;;0
C202102;VESTIDO P/DAMA CASUAL CORTO M/C;ROPA;JA-731R;DAMA;VESTIDO P/DAMA CASUAL CORTO M/C;;;1;;0
C204751;BRILLO LABIAL TRANSPARENTE;BELLEZA;27133-2024;MAQUILLAJE;BRILLO LABIAL;YIWU LYFHON;46101;996;;0
C206520;BLUSA P/DAMA S/M D/VESTIR;ROPA;B-4821K;DAMA;BLUSA P/DAMA S/M D/VESTIR;SOFIA'S;46102;54;;0
C210864;SET TAZAS PLASTICAS 4PZS;HOGAR;36340-1906-YLF;COCINA;SET TAZAS DE PLASTICO;YIWU LYFHON;46113;9;;0
C214068;BLUSA P/DAMA M/C D/VESTIR;ROPA;12-32306;DAMA;BLUSA P/DAMA M/C D/VESTIR;AISHA;46119;96;;0
C214502;OVEROLL P/NIÑA INF SHORTS TELA CASUAL;ROPA;JPN-433B;INFANTIL NIÑA;OVEROLL P/NIÑA INF SHORTS TELA;SOFIA'S;46122;108;;0
C214901;CONJUNTO P/DAMA D/VESTIR BLUSA D/T+SHORTS TELA;ROPA;NZO-1968;DAMA;CONJUNTO P/DAMA D/VESTIR SHORTS TELA;SALVAJE;46122;90;;0
C168533;ADORNO D/LUJO ;HOGAR;0691-318-5;SALA DE HOGAR;ADORNOS P/MESA;YIWU LYFHON;45871;11;;0
C213630;CAMISETA P/HOMBRE C/R M/C;ROPA;NT120;CABALLERO;CAMISETA P/HOM C/R M/C;NEOXS;46119;96;;0
C213789;BLUSA P/DAMA S/M D/VESTIR;ROPA;CAT523;DAMA;BLUSA P/DAMA S/M D/VESTIR;AMORE MIO;46119;96;;0
C213994;BLUMER P/NIÑA JUV MICROFIBRA;INTERIOR DETALLE;EZ-034;DI JUVENIL NIÑA;BLUMER P/NIÑA JUV MICROFIBRA;PIEL;46121;300;;0
C214085;BLUSA P/DAMA M/C D/VESTIR BOTONES;ROPA;12-32529;DAMA;BLUSA P/DAMA BOTONES M/C ;WETLOOK;46119;42;;0
C140571;ZAPATILLAS P/NIÑO INF DEP BAJAS;CALZADO;TT25005-01;CALZADO INFANTIL P/NIÑO;ZAPATILLAS P/NIÑO INF BAJAS;VICCENZO;45863;36;;0
C140685;JEANS P/DAMA CAMPANA;ROPA;JNSCPN-GY/W-D02;DAMA;JEANS P/DAMA CAMPANA 3-13;GAYLA;;103;;0
C141077;JEANS P/NIÑA JUV CARGO RECTO;ROPA;JNSCRG-BB/W-JUV04;JUVENIL NIÑA;JEANS P/NIÑA JUV CARGO RECTO ;BOOM BOOM;45968;38;;0
C142417;BLUSA P/DAMA M/C ALGODÓN;ROPA;BLS-DM-589;DAMA;BLUSA P/DAMA M/C ALGODON;MIA CALIFORNIA;45994;6;;0
C145058;AURICULARES INALAMBRICOS;TECNOLOGIA;A629ANC;ACCESORIOS DE TECNOLOGIA;AURICULARES INALAMBRICOS (OREJERAS);ASPOR;45740;60;;0
C206046;CONJUNTO MAMA SIZE BLUSA M/C+SHORTS TELA;ROPA;HKC-3069X;MAMA SIZE;CONJUNTO MAMA SIZE SHORTS D/VESTIR ;SOFIA'S;46102;48;;0
C206541;CONJUNTO P/DAMA D/VESTIR SHORTS TELA;ROPA;GR-157;DAMA;CONJUNTO P/DAMA D/VESTIR SHORTS TELA;SOFIA'S;46102;60;;0
C207834;SET JARRA+VASOS PLASTICOS;HOGAR;37000-1207-121;COCINA;SET JARRA+VASOS PLASTICOS;YIWU LYFHON;46109;12;;0
C213168;ENCRESPADOR D/PESTAÑAS;BELLEZA;JBT001;ACCESORIOS DE MAQUILLAJE;ENCRESPADOR DE PESTAÑAS;;46119;1200;;0
C214581;BLUSA P/DAMA M/C ALGODÓN;ROPA;B-5415;DAMA;BLUSA P/DAMA M/C ALGODON;SOFIA'S;46122;72;;0
C092346;SECADORA P/CABELLO;BELLEZA;17175-MZ9960;ARTICULOS DE CABELLO;SECADORA P/CABELLO;YIWU LYFHON;45528;1;;0
C097006;DIFUMINADOR;BELLEZA;419-96-26918;ACCESORIOS DE MAQUILLAJE;DIFUMINADOR;YIWU LYFHON;45542;1;;0
C113000;SANDALIAS P/DAMA PLATAFORMA;CALZADO;SJ25001;CALZADO P/DAMA;SANDALIAS P/DAMA PLATAFORMA;GAYLA;45866;1;;0
C113667;FALDA SHORTS P/DAMA JEANS CARGO ;ROPA;FSH-GY-DMBS-03;DAMA;FALDA SHORTS P/DAMA JEANS;GAYLA;45820;160;;0
C117980;PACK TOBILLERAS P/NIÑO INF 4-6 COLORES ;INTERIOR DETALLE;CDB-017;DI INFANTIL NIÑO;PACK TOBILLERAS P/NIÑO INF 4-6;CASSIDY;45632;6;;0
C204620;ZAPATILLAS P/NIÑA INF BAILARINAS;CALZADO;41526-1230-135;CALZADO INFANTIL P/NIÑA;ZAPATILLAS P/NIÑA INF;YIWU LYFHON;46101;30;;0
C205513;BLUSA P/DAMA S/M LICRA;ROPA;010-44688;DAMA;BLUSA P/DAMA S/M LICRA;DENIM LOVERS;46102;6;;0
C206365;VESTIDO P/NIÑA JUV D/VESTIR M/C LARGO;ROPA;VN-1530RA;JUVENIL NIÑA;VESTIDO P/NIÑA JUV FORMAL;SOFIA'S;46102;96;;0
C207876;JARRA PLASTICA 1600ML;HOGAR;37000-1207-108;COCINA;JARRA PLASTICA;YIWU LYFHON;46109;84;;0
C208013;TENIS P/NIÑA JUV;CALZADO;41482-1230-3;CALZADO JUVENIL P/NIÑA;TENIS P/NIÑA JUV;YIWU LYFHON;46108;96;;0
C208020;ORGANIZADOR MULTIUSO PLASTICO 3 PISOS;HOGAR;37000-1206-132;COCINA;ORGANIZADOR MULTIUSO PLASTICO 3 PISOS;YIWU LYFHON;46108;48;;0
C212905;BLUSA P/NIÑA INF M/C ALGODÓN;ROPA;010-44505D;INFANTIL NIÑA;BLUSA P/NIÑA INF M/C ALGODON;DENIM LOVERS;46119;72;;0
C215143;SPRAY PERFUMADO P/HOMBRE REEBOK 150ML REFRESH SPO;CUIDADO PERSONAL;100952;HIGIENE PERSONAL;SPRAY PERFUMADO P/HOMBRE;REEBOK;46123;24;;0
C215808;CAMISA P/HOMBRE M/L ESTAMPADA CUADROS;ROPA;HC13L;CABALLERO;CAMISA P/HOM M/L ESTAMPADA;HPC POLO;46130;78;;0
C074147;CARTERA P/DAMA D/CRUZAR;ACCESORIOS;11648-902#;ACCESORIOS PERSONALES;CARTERAS P/DAMA CRUZADA;YIWU LYFHON;45465;22;;0
C097256;EXTENSIONES D/CABELLO CLIP;BELLEZA;26081-420-1;ARTICULOS DE CABELLO;EXTENSIONES P/CABELLO C/CLIC;YIWU LYFHON;45724;3;;0
C204429;BRASSIER P/DAMA FOMI COPA B;INTERIOR DETALLE;49121-LF25070;DI DAMA;BRASSIER P/DAMA COPA B FOMI;;46099;2400;;0
C204558;PACK BIKIN P/DAMA BLONDA CINTA 2PZS;INTERIOR DETALLE;BIK/BLOND/CINT;DI DAMA;BIKIN P/DAMA BLONDA LOVE;LOVE INTIMATE;46102;241;;0
C205778;CAMISETA P/HOMBRE C/R M/C;ROPA;26-AG240;CABALLERO;CAMISETA P/HOM C/R M/C;BODY GLOVE;46102;2;;0
C207033;CONJUNTO P/NIÑA JUV D/VESTIR BLUSA M/C+PANTALON;ROPA;512-1402C;JUVENIL NIÑA;CONJUNTO P/NIÑA JUV D/VESTIR PANTALON;CAFE SIETE;46102;72;;0
C212973;CAMISETA P/HOMBRE C/R M/C;ROPA;2630;CABALLERO;CAMISETA P/HOM C/R M/C;LATAM;46119;96;;0
C213169;CAMISETA P/HOMBRE C/R M/C;ROPA;NQ2720;CABALLERO;CAMISETA P/HOM C/R M/C;LATAM;46119;120;;0
C213380;ZAPATILLAS P/DAMA DEPORTIVA;CALZADO;Y9988;CALZADO P/DAMA;ZAPATILLAS P/DAMA DEPORTIVAS;LATAM;46119;12;;0
C213718;SOPORTE P/TV CHINO/MONITOR;HOGAR;ELE000881;SALA DE HOGAR;VARIOS PARA HOGAR;YIWU LYFHON;;17;;0
C213775;BLUSA P/DAMA S/M D/VESTIR;ROPA;AT805;DAMA;BLUSA P/DAMA S/M D/VESTIR;AMORE MIO;46119;48;;0
C214287;BLUSA P/DAMA S/M D/VESTIR;ROPA;BELLA1182;DAMA;BLUSA P/DAMA S/M D/VESTIR;BELLA MODA;46121;96;;0
C214761;JEANS P/HOMBRE SLIM FIT NEGRO;ROPA;PBF-2920MRL;CABALLERO;JEANS P/HOM SLIM FIT NEGRO 30-40;RED-OX;46122;96;;0
C114082;CAMISETA P/HOMBRE S/M;ROPA;BS-S/M-HOM-4;CABALLERO;CAMISETA P/HOM S/M;ST.THIAGO;45804;14;;0
C120863;SET D/TENEDORES 12PZS;HOGAR;NT-216-02;COCINA;SET DE TENEDORES;OASIS;46049;3;;0
C125415;ZAPATILLAS P/NIÑA INF BAILARINAS;CALZADO;LINDA-T104;CALZADO INFANTIL P/NIÑA;ZAPATILLAS P/NIÑA INF;KIUTY;45693;2;;0
C136213;JEANS P/NIÑO INF CARPINTERO;ROPA;SKW-JNSCP-INF01;INFANTIL NIÑO;JEANS P/NIÑO INF CARPINTERO NEGRO;SKANDALO;46012;1;;0
C079572;TOALLA D/MANO P/NIÑO(A) SURTIDA;BEBE;42328-423-1;ACCESORIOS P/BEBE;TOALLAS DE MANO P/BEBE;YIWU LYFHON;45491;2;;0
C090651;SET GUIRNALDAS DE GLOBOS+CORTINA UNICORNIO;CELEBRACIONES;1364-ZB-052;PIÑATERIA;SET GUIRNALDAS DE GLOBOS (PARA ARCOS);YIWU LYFHON;45526;26;;0
C093255;SOMBRERO P/HOMBRE BUCKET;ACCESORIOS;39347-416-15;ACCESORIOS PERSONALES;SOMBRERO P/HOMBRE D/TELA;YIWU LYFHON;45528;1;;0
C203518;BILLETERA P/HOMBRE CORTA;ACCESORIOS;11229-1114-17;ACCESORIOS PERSONALES;BILLETERA P/HOMBRE CORTA;YIWU LYFHON;46094;120;;0
C204772;LIPSTICK;BELLEZA;27133-8043;MAQUILLAJE;LIPSTICK;YIWU LYFHON;46101;660;;0
C205211;BLUSA P/DAMA M/C ALGODON;ROPA;B-19388XR;DAMA;BLUSA P/DAMA M/C ALGODON;TOP MODEL;46102;48;;0
C207905;SET PIJAMA P/DAMA BLUSA M/C+SHORTS+PANTALON;ROPA;49444-LF-047;ROPA DORMIR;SET PIJAMA P/DAMA S-XL;YIWU LYFHON;46109;24;;0
C210560;SET CAMERAS FULL 4PZS;HOGAR;GS-P05681-FL;DORMITORIO;SET DE CAMERAS FULL;GOLDSUN;46106;240;;0
C211015;PLATO HONDO PLASTICO #9;HOGAR;35992-8069;COCINA;PLATO HONDO PLASTICO #9;YIWU LYFHON;46113;12;;0
C213156;BLUSA P/DAMA M/C ALGODÓN C/REVUELO;ROPA;C04#;DAMA;BLUSA P/DAMA M/C ALGODON;LATAM;46119;54;;0
C213322;SANDALIAS P/NIÑA JUV PLANAS;CALZADO;B-19-LT;CALZADO JUVENIL P/NIÑA;SANDALIAS P/NIÑA JUV;LATAM;46119;120;;0
C214054;BLUSA P/DAMA M/C ALGODÓN;ROPA;11-G270;DAMA;BLUSA P/DAMA M/C ALGODON;AISHA;46119;72;;0
C214870;BLUSA P/DAMA M/C ALGODÓN BOTONES;ROPA;NTI-1619;DAMA;BLUSA P/DAMA BOTONES M/C ;SALVAJE;46122;96;;0
C215001;BLUSA P/NIÑA INF S/M ALGODÓN;ROPA;21-555084;INFANTIL NIÑA;BLUSA P/NIÑA INF S/M ALGODON;BEBE CRECE;46122;96;;0
C197456;ZAPATILLAS P/NIÑA JUV DEP;CALZADO;43226-M105;CALZADO JUVENIL P/NIÑA;ZAPATILLAS P/NIÑA JUV DEPORTIVA;YIWU LYFHON;46053;90;;0
C197718;SHORTS P/HOMBRE CARGO JEANS;ROPA;SKW-JNSCRG-H10-SHRT;CABALLERO;SHORTS P/HOMBRE CARGO JEANS;SKANDALO;;30;;0
C198103;CACHETERO P/DAMA BLONDA;INTERIOR DETALLE;49261-H60906;DI DAMA;CACHETERO P/DAMA BLONDA;AOSI ROSE;46056;2;;0
C197609;ZAPATOS RECIEN NACIDO NIÑO D/COLGAR;BEBE;43051-1026-37;CALZADO RECIEN NACIDO NIÑO;ZAPATOS RECIEN NACIDO NIÑO COLGAR;YIWU LYFHON;46055;36;;0
C198262;CHANCLETAS P/NIÑO PRE-JUV CROCS BLUEY;CALZADO PLASTICO;5828-F1-1;CALZADO P/NIÑO PRE-JUV PLASTICO;CHANCLETAS P/NIÑO PRE-JUV CROCS FINA;CROCS;46058;174;;0
C202576;CAMISA M/C V.H#10 MUESTRA;MERCADERIA DE CONSUMO;MST-312;MERCADERIA DE CONSUMO;MERCADERIA DE CONSUMO;S/M;46085;1;;0
C203330;ENVASE MULTIUSO PLASTICO 1600ML;HOGAR;O29-JZ-42-2;COCINA;ENVASE MULTIUSO PLASTICO;YIWU LYFHON;46096;108;;0
C204677;BRILLO LABIAL TRANSPARENTE;BELLEZA;27133-GB-2591;MAQUILLAJE;BRILLO LABIAL TRANSPARENTE;YIWU LYFHON;46101;816;;0
