Producto;ProdNombre;Division;Estilo ID;Categoria;Grupo;Marca;UltFecha_EC;SaldoUND_EC;UltFecha_DS;SaldoUND_DS
204366;CREMA CORPORAL NIVEA 400ML PROTECCION SOLAR FPS 15;CUIDADO PERSONAL;528333;HIGIENE PERSONAL;CREMA CORPORAL;NIVEA;46128;33;;0
209485;CAMISETA T-L TIPO POLO P/HOMBRE BLANCO;PACER;3437 BLANCO-L;PACER HOMBRE;CAMISETA P/HOM PACER POLO BASICA;PACER;46083;4;;0
C110243;ALICATE;BELLEZA;26918-1231;ACCESORIOS P/MANOS Y PIES;ALICATE;YIWU LYFHON;45597;200;46086;1
224196;CARTULINA SURTIDA PREMIUM 22X28 170G;GRUPOS XXXNO USARXXX;233439a;GRUPOS XXXNO USARXXX;CARTULINA;;44569;40;;0
385361;BANCO P/NIÑO Y NIÑA;BEBE;36100-XL-034;DORMITORIO P/BEBE;BANCOS P/NIÑO (A);YIWU LYFHON;45885;72;;0
C141251;TENIS P/NIÑO INF;CALZADO;C9 MNY;CALZADO INFANTIL P/NIÑO;TENIS P/NIÑO INF DEPORTIVO;MINAYA;45741;2;46036;2
405071;VIANDA;HOGAR;BX-1002;COCINA;VIANDA PLASTICA MEDIANA;YIWU LYFHON ;44447;1;;0
C184958;BOLIGRAFO;ESCOLAR;21543-316-33;UTILES ESCOLARES;BOLIGRAFO;YIWU LYFHON;45951;44;46021;22
432049;DESODORANTE AERO DOVE 150ML TONO UNIFORME COCO;CUIDADO PERSONAL;41190-1;HIGIENE PERSONAL;DESODORANTE P/DAMA;DOVE;45964;1;;0
433150;PLATO SOPERO MELAMINA 8;HOGAR;BG-839-8CB;COCINA;PLATO SOPERO MELAMINA #8;BIG HOME;46093;174;;0
445749;DESODORANTE BARRA REXONA 45G ACTIVE DRY;CUIDADO PERSONAL;76382;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;REXONA;46110;674;46086;72
468912;BLOQUEADOR SOLAR P/NIÑOS 100 SPF60;CUIDADO PERSONAL;006-X2088;HIGIENE P/BEBE;BLOQUEADOR SOLAR P/BEBE;XGM;44879;2;;0
478370;CUADERNO DE TAREA D/L 160PAG C/I IBOOK ECO;ESCOLAR;242975;UTILES ESCOLARES;CUADERNO;;45296;1;45668;1
C066896;ZAPATO P/NIÑO JUV CASUAL;CALZADO;TT052-J;CALZADO JUVENIL P/NIÑO;ZAPATOS P/NIÑO JUV CASUAL;SKANDALO;45562;3;46087;2
C001156;CARTERA P/DAMA T-S;ACCESORIOS;12061-230423-10;ACCESORIOS PERSONALES;CARTERA P/DAMA T-S;YIWU LYFHON;45122;4;46140;0
194268;FALDA ESCOLAR AZUL MARINO C/BOLSA INF 8;ESCOLAR;FALD/UNIFBOL-8;UNIFORMES;FALDA ESCOLAR;FUROR;46093;49;;0
234112;DESODORANTE BARRA SPEED STICK 51G POWER FRESH;CUIDADO PERSONAL;40221;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;SPEED STICK;45990;80;46086;1
225682;LENTES SURTIDO P/DAMA;ACCESORIOS;LENTES/DA;ACCESORIOS DE BELLEZA;LENTES P/DAMA;YIWU PASSION;42762;1;;0
240401;FLOR PARA ROPA;MERCADERIA DE CONSUMO;27668-3;MERCADERIA DE CONSUMO;MERCADERIA DE CONSUMO;YIWU PASSION;42971;308;;0
314933;BLOQUEADOR SOLAR KID WOKALI 45ML SPF/UVA35+ MANGO;CUIDADO PERSONAL;WKL327;HIGIENE PERSONAL;BLOQUEADORE SOLAR ;WOKALI;45647;2;;0
382154;TINTE REVEL COLOR 2 TUBOS NEGRO AZULADO 0.11;CUIDADO PERSONAL;3382146;HIGIENE PERSONAL;TINTE P/CABELLO;REVEL COLOR;46128;7468;;0
427057;TALCO MEDICADO HIPOALERGENICO 10 onz;CUIDADO PERSONAL;92309;HIGIENE PERSONAL;TALCO PARA PIE;NESSRIN;46123;215;;0
483909;BALSAMO LABIAL STRAWBERRY;BELLEZA;LS161F-3;MAQUILLAJE;BALSAMO LABIAL;USHAS;46050;432;;0
489437;BLUSA P/DAMA M/C BOTONES D/VESTIR;ROPA;BL-9432/MC;DAMA;BLUSA P/DAMA BOTONES M/C ;SOFIA´S;;1;45611;1
C161280;LENTES D/SOL P/NIÑA;ACCESORIOS;23082-314-80;ACCESORIOS DE BELLEZA;LENTES P/NIÑA;YIWU LYFHON;45849;120;46081;1
491873;TAZA D/VIDRIO 8X11CM COHETE;HOGAR;AB1511;COCINA;TAZA D/VIDRIO MODA;YIWU LYFHON;45302;1;;0
497651;TABLA P/PICAR PLASTICA 34X23CM 7mm;HOGAR;NS203889;COCINA;TABLA P/PICAR PLASTICA MEDIANA 26 A 35CM;S/M;46130;39;;0
C030026;HEVILLA P/NIÑO JUV;ACCESORIOS;45143-020823-3;ACCESORIOS PERSONALES;HEVILLA P/FAJA P/HOMBRE;YIWU LYFHON;45248;18;;0
253307;TELA KIANNA INTERLOK SURTIDO;TELA;E-5996;TELA;TELA LISA;CENTEX;43050;633.9;;0
C199046;DESODORANTE BARRA LADY SPEED 2.3oz WILD FREESIA ;CUIDADO PERSONAL;60526;HIGIENE PERSONAL;DESODORANTE P/DAMA;LADY SPEED ;46137;420;46137;6
345172;PACK TOBILLERAS P/DAMA BLANCO 3PZS;ESCOLAR;2GD-00903-L;INTERIOR ESCOLAR;TOBILLERA ESCOLAR P/DAMA;2GOOD;46043;3;;0
C113009;SANDALIAS P/DAMA TACON;CALZADO;SJ25010;CALZADO P/DAMA;SANDALIAS P/DAMA TACON;SKANDALO;45811;1;46135;1
384144;PLATO D/MELAMINA 23x8.2CM;HOGAR;NS275802;COCINA;PLATO SECO MELAMINA #8;S/M;46084;90;;0
395391;LOCION P/DAMA NESSRIN 80ML DELUXE;CUIDADO PERSONAL;90245;HIGIENE PERSONAL;LOCION PARA DAMA;NESSRIN;44875;1;46120;3
C148996;FALDA P/NIÑA INF JEANS CARGO MINI;ROPA;SK-BS-FLDMINI-INF02;INFANTIL NIÑA;FALDA P/NIÑA INF CARGO JEANS;SKANDALO;45947;48;46086;4
428603;CAMISETA T-S P/HOMBRE C/R GRIGRAF;PACER;CR001 GRIGRAF-S;PACER HOMBRE;CAMISETA P/HOM PACER C/R;PACER;46057;6;;0
492237;SHORTS P/DAMA JEANS COLORES C/FAJON;ROPA;PTC-007X;DAMA;SHORTS P/DAMA JEANS COLORES;ZAWARY;45051;2;46127;2
C007392;SET GLOBOS 2.2G 100UND NEGRO;CELEBRACIONES;1474-200423-2-1;PIÑATERIA;SET GLOBOS BASICOS (BOLSA);YIWU LYFHON;45143;1;;0
C014401;BOXER P/DAMA BLONDA ECONOMICO ;INTERIOR DETALLE;9096;DI DAMA;BOXER P/DAMA BLONDA ECONOMICO;YADINA;46130;2558;;0
C021481;SOMBRA P/OJOS;BELLEZA;MS0652;MAQUILLAJE;SOMBRAS;MELS COSMETICS;45379;12;46086;1
C032648;BRASSIER P/DAMA TALLADOR COPA C;INTERIOR DETALLE;49211-68-091;DI DAMA;BRASSIER P/DAMA TALLADOR COPA C;YIWU LYFHON;45323;108;;0
C044715;DELINEADOR LIQUIDO 7ML;BELLEZA;57882-47;MAQUILLAJE;DELINEADOR P/OJOS;YIWU LYFHON;45314;3;45822;4
256721;CAMISETA T-XL P/HOMBRE C/R LOGO NGRO;PACER;CR001 LG/NGR-XL;PACER HOMBRE;CAMISETA P/HOM PACER C/R LOGO;PACER;46143;2;;0
293276;RESALTADOR EXECUTIVE AMARILLO C/GRIP;ESCOLAR;239674;UTILES ESCOLARES;SET D/RESALTADORES ;;45296;22;46035;2
480893;LIPS STICK MATE FORRO PELUDO ;BELLEZA;27133-8045;MAQUILLAJE;LIPSTICK;YIWU LYFHON;44953;4;;0
462555;ARITO P/DAMA ;ACCESORIOS;5023-0622-21;ACCESORIOS DE JOYERIA;ARITOS P/DAMA T-M;YIWU LYFHON;44856;2;46108;15
C005760;CREMA GARNIER FRUCTIS 350ML BANANA FUERZA;CUIDADO PERSONAL;28078;HIGIENE PERSONAL;CREMA P/CABELLO;GARNIER;46128;90;;0
C008897;PACK CALCETAS CALADAS P/NIÑA JUV T-XL;ESCOLAR;77-0824;INTERIOR ESCOLAR;CALCETA ESCOLAR CALADA P/NIÑA JUV T-XL;ELEVEN ;45694;11;;0
C013567;BOXER P/DAMA MICROFIBRA TALLADOR;INTERIOR DETALLE;BX-9669-NHS;DI DAMA;BOXER P/DAMA MICROFIBRA;BRENDA;45988;12;;0
C030592;PAR GANCHOS P/NIÑA PINZA;ACCESORIOS;4001-730-4;ACCESORIOS DE CABELLO;SET GANCHOS P/NIÑA PINZA;YIWU LYFHON;45248;2;;0
034521;CUADERNO DE DIBUJO VIVO;ESCOLAR;207591;UTILES ESCOLARES;CUADERNO DE DIBUJO;;45661;1;45668;18
C036328;SET PLATOS P/PASTEL VERDE #7 10PZS;CELEBRACIONES;1474-P1/VRD;PIÑATERIA;PLATOS P/CELEBRACIONES;YIWU LYFHON;45266;3;;0
C036338;SET D/GLOBOS AMOR 5PZS;CELEBRACIONES;1474-TZ-A5035;PIÑATERIA;SET GLOBOS DE AMOR;YIWU LYFHON;45266;11;;0
C044464;SET ORGANIZADOR PLATOS+VASO PLASTICOS+ACCSEORIOS;HOGAR;16931-109-47;COCINA;SET PLATOS PLASTICOS;YIWU LYFHON;45314;1;;0
C052448;BROCHA P/MAQUILLAJE;BELLEZA;B-613W;ACCESORIOS DE MAQUILLAJE;BROCHAS;REVEL SECRET;45350;14;;0
385362;BANCO P/NIÑO Y NIÑA;BEBE;36100-XL-035;DORMITORIO P/BEBE;BANCOS P/NIÑO (A);YIWU LYFHON;45885;97;;0
445747;DESODORANTE BARRA REXONA 45G ANTIBACTERIAL+INVISIB;CUIDADO PERSONAL;76399;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;REXONA;46099;540;46105;208
462885;SET GANCHOS P/NIÑA 2PZS;ACCESORIOS;4031-715-5;ACCESORIOS DE CABELLO;GANCHO P/NIÑA PINZA;YIWU LYFHON;44858;10;46121;2
493704;TINTE REVEL COLOR 2 TUBOS ROJO RUBY 6.66;CUIDADO PERSONAL;6493704;HIGIENE PERSONAL;TINTE P/CABELLO;REVEL COLOR;46128;1932;;0
C021414;CONTORNO FACIAL TRANSLUCENT;BELLEZA;C003 YLF;MAQUILLAJE;CONTORNO FACIAL;MELS COSMETICS;45218;3;45822;1
C190314;SH PANTALON P/DAMA CUERO;ROPA;D090009-1;SH ROPA DAMA;SH PANTALON P/DAMA CUERO;;;4;46111;5
C028302;INCIENSO COCO-CANELA;HOGAR;324487;SALA DE HOGAR;INCIENSOS;ZED BLACK;46123;36;;0
C050029;DESODORANTE ROLL-ON REXOROTH 50ML GRISCLA;CUIDADO PERSONAL;1490996;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;REXOROTH;45336;14;;0
C054383;CONJUNTO P/NIÑO JUV CAMISETA C/R+SHORTS TELA ;ROPA;HQ-22-3626;JUVENIL NIÑO;CONJUNTO P/NIÑO JUV (agotar existencia);SICOSIS ;45358;1;;0
C059938;CARTERA P/NIÑA D/CRUZAR;ACCESORIOS;11648-103-13;ACCESORIOS PERSONALES;CARTERAS P/NIÑA;YIWU LYFHON;45392;2;;0
C063293;SET COLAS+GANCHO P/NIÑA;ACCESORIOS;3652-1215-22;ACCESORIOS DE CABELLO;SET COLAS+GANCHOS P/NIÑA;YIWU LYFHON;45399;4;;0
C065807;PASCUA NAVIDEÑA ;CELEBRACIONES;AB-20240281;NAVIDAD;PASCUA NAVIDEÑA;MINAYA;45519;209;46006;40
022296;FAJA P/NIÑO JUVENIL GREGORIS;ACCESORIOS;FAJA-JUV-H;ACCESORIOS PERSONALES;FAJA P/NIÑO JUV;GREGORIS;46122;91;;0
032760;DESODORANTE BARRA OLD SPICE 50G VIP ;CUIDADO PERSONAL;309060;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;OLD SPICE;46058;878;46086;39
C102009;TENIS P/NIÑA INF;CALZADO;43280-415-149B;CALZADO INFANTIL P/NIÑA;TENIS P/NIÑA INF;YIWU LYFHON;45572;2;46078;1
074201;CAMISETA T-L P/CABALLERO C/V BLCO;PACER;3140 BLANCO-L;PACER HOMBRE;CAMISETA P/HOM PACER C/V BASICA BLANCA;PACER;46110;1;;0
C052311;CREMA CORPORAL BABARIA 400ML ALOE VITAMINA E;CUIDADO PERSONAL;30165;HIGIENE PERSONAL;CREMA CORPORAL;BABARIA;45348;76;45349;35
126524;PISCINA RIGIDA 6X13;VERANO;56452NP;ACCESORIOS DE VERANO;PISCINAS RIGIDA;;46084;73;46113;1
C149061;MOCHILA P/NIÑO T-18 BARCELONA;ESCOLAR;10930-0402-4;MOCHILAS ESCOLARES;MOCHILA D/EQUIPOS;BARCELONA;45980;12;46086;1
371424;SHAMPOO+ACONDICIONADOR MICKEY 473ML;CUIDADO PERSONAL;DS02451;HIGIENE P/NIÑO (A);SHAMPOO P/NIÑOS;;46080;119;;0
386291;MASCARILLA FACIAL NEVADA 120G NEGRA/BARRO MARINO;CUIDADO PERSONAL;KH7810;HIGIENE PERSONAL;MASCARILLA FACIAL;NEVADA;46080;15;;0
452271;JABON LIQUIDO SBOOK GOOD 200ML LAVANDA;CUIDADO PERSONAL;7023B;HIGIENE P/BEBE;JABON LIQUIDO P/BEBE;SBOOK;45682;2;;0
C151784;ZAPATILLAS P/HOMBRE DEP.;CALZADO;CA24514-1;CALZADO P/HOMBRE;ZAPATILLAS P/HOMBRE DEPORTIVAS;MINAYA;45784;2;46063;2
453201;CREMA CORPORAL NNP 444ML VIT-C;CUIDADO PERSONAL;KH04598;HIGIENE PERSONAL;CREMA CORPORAL;NNP;46081;1;;0
458405;GANCHO P/DAMA PINZA;ACCESORIOS;4229A-0622-38;ACCESORIOS DE CABELLO;GANCHO P/DAMA PINZA;YIWU LYFHON;44845;2;;0
479031;GANCHO P/DAMA MARIPOSA 7CM;ACCESORIOS;4229-929-93;ACCESORIOS DE CABELLO;GANCHO P/DAMA MARIPOSA MEDIANO;YIWU LYFHON;44942;1;;0
491351;SET PELOTAS NAVIDEÑAS 3PZS;CELEBRACIONES;AB1134;NAVIDAD;SET PELOTAS D/NAVIDAD;YIWU LYFHON;45151;51;45922;36
C101916;SET LAPICERA+ACCESORIOS;ESCOLAR;21520-9923;UTILES ESCOLARES;SET ESTUCHE ESCOLAR;YIWU LYFHON;45572;6;46086;3
067336;CAMISETA T-L C/REDONDO P/H BLCO;PACER;3037 BLANCO-L;PACER HOMBRE;CAMISETA P/HOM PACER C/R BASICA BLANCA;PACER;46143;363;;0
096639;CUADERNO DE TAREA COSIDO RAYADO 200P C/I VIVO;ESCOLAR;151401;UTILES ESCOLARES;CUADERNO;;46057;1204;46086;22
312443;DESODORANTE AERO AXE 152ML ICE CHILL SECO;CUIDADO PERSONAL;3920;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;;46099;23;46105;108
396833;PAR GANCHO P/NIÑA PINZA;ACCESORIOS;3842-0327-15;ACCESORIOS DE CABELLO;SET GANCHOS P/NIÑA PINZA;YIWU LYFHON;44390;1;;0
427072;LICUADORA 8VEL 1.5LTRS;HOGAR;OS-999BLK;ENSERES MENORE;LICUADORA;OASIS;46123;5;;0
458415;GANCHO P/NIÑA PINZA;ACCESORIOS;4229A-0622-47;ACCESORIOS DE CABELLO;GANCHO P/NIÑA PINZA;YIWU LYFHON;44845;6;46121;9
459864;CREMA CORPORAL NUTRIDERM 133ML NUTRICION ESENCIAL;CUIDADO PERSONAL;17781;HIGIENE PERSONAL;CREMA CORPORAL;NUTRIDERM;46096;2;46096;12
478255;LOCION P/NIÑA LOL 100ML;CUIDADO PERSONAL;8758;HIGIENE P/NIÑO (A);LOCION P/NIÑA;LOL;44923;1;;0
480900;LIPS STICK;BELLEZA;27133-E9119;MAQUILLAJE;LIPSTICK;YIWU LYFHON;44953;3;;0
499958;SABANA PELUCHE 600 GRAMOS ;HOGAR;COBIJA-600-014;DORMITORIO;SABANA PELUCHE;;46007;1;;0
C000449;CARTERA P/DAMA T-S;ACCESORIOS;12061-230423-1;ACCESORIOS PERSONALES;CARTERA P/DAMA T-S;YIWU LYFHON;45122;1;;0
233182;SHAMPOO H&SH 180ML OLD SPICE;CUIDADO PERSONAL;19521;HIGIENE PERSONAL;SHAMPOO;HEAD&SHOULDERS;46042;12;46086;1
302041;PACK TOBILLERAS P/HOMBRE 3PZS;INTERIOR DETALLE;K1-JK80A;DI CABALLERO;PACK TOBILLERAS P/HOM;ELEGANT BASIC;45988;16;;0
335798;DESODORANTE AERO DOVE 250ML INVISIBLECARE FLORAL T;CUIDADO PERSONAL;44647;HIGIENE PERSONAL;DESODORANTE P/DAMA;DOVE;46066;1;;0
416370;SHAMPOO+ACONDICIONADOR PJMASKS 473ML;CUIDADO PERSONAL;HB03934;HIGIENE P/NIÑO (A);SHAMPOO P/NIÑOS;HASBRO;46080;113;;0
454169;MONEDERO P/DAMA;ACCESORIOS;11889-46;ACCESORIOS PERSONALES;MONEDERO P/DAMA T-L;YIWU LYFHON;44823;1;46108;2
449726;DESODORANTE BARRA ODORIT 50G FRESH;CUIDADO PERSONAL;38267;HIGIENE PERSONAL;DESODORANTE P/DAMA;ODORIT;46096;193;;0
452164;BETUN ROSS 60/75ML NEGRO LIQUIDO;CUIDADO PERSONAL;05306;HIGIENE PERSONAL;BETUN (CHINOLA);ROSS;46059;6;;0
C058560;CARTERA P/DAMA T-L;ACCESORIOS;12061-23;ACCESORIOS PERSONALES;CARTERA P/DAMA T-L;YIWU LYFHON;45385;2;46140;1
485442;MOLDE P/HORNEAR ALUMINIO 20CM;HOGAR;16533-100;COCINA;MOLDE P/HORNEAR;YIWU LYFHON;44995;1;;0
485949;CARTERA P/DAMA D/CRUZAR;ACCESORIOS;11293-1017-21;ACCESORIOS PERSONALES;CARTERAS P/DAMA CRUZADA;MIA COLLECTION;44996;1;;0
491438;BATERIAS RAYOVAC D/R20S GRANDE 2PZS;HOGAR;01015;SALA DE HOGAR;BATERIAS D;;45423;81;46086;248
C005897;LIMPIADOR FACIAL 120ML ORGANIC RICE FOAM ;BELLEZA;HA3066;MAQUILLAJE;LIMPIADOR FACIAL;WOKALI;45900;2;;0
C007326;SET GLOBOS P/CUMPLEAÑOS PAW PATROL;CELEBRACIONES;1369-190423-2-4;PIÑATERIA;SET GLOBOS+FRASE FELIZ CUMPLEAÑOS;YIWU LYFHON;45253;211;45709;1
C041016;SET BOLIGRAFOS 3PZS;ESCOLAR;22077-007227;UTILES ESCOLARES;SET DE BOLIGRAFOS MARCA PROPIA;NEX SCHOOL;45974;58;46086;2
279558;TELA;TELA;168-1;TELA;TELA LISA;YIWU RED;43356;423;;0
351769;BOXER P/HOMBRE P/C MICROFIBRA;INTERIOR DETALLE;2018-00202;DI CABALLERO;BOXER P/HOMBRE P/CORTA MICROFIBRA;SENADOR;45745;12;;0
370881;DESODORANTE BARRA OLD SPICE 50G BEARGLOVE;CUIDADO PERSONAL;107396;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;OLD SPICE;45778;1;45761;1
382146;TINTE REVEL COLOR 2 TUBOS CASTAÑO OSCURO 3.0;CUIDADO PERSONAL;3382152;HIGIENE PERSONAL;TINTE P/CABELLO;REVEL COLOR;46128;1835;;0
389004;TRATAMIENTO P/UÑAS VALMY ACONDICIONADOR D/CUTICULA;BELLEZA;06034;ACCESORIOS P/MANOS Y PIES;ESMALTE (USA-NAC);VALMY;45070;3;;0
397140;CREMA H&H 300ML SUAVE Y MANEJABLE;CUIDADO PERSONAL;80757;HIGIENE PERSONAL;CREMA P/CABELLO;HEAD&SHOULDERS;46058;636;46086;8
406126;PANTALON T-8 ESCOLAR AZUL MARINO P/NIÑO INF;ESCOLAR;PANT-HON-T8;UNIFORMES;PANTALON P/NIÑO ESCOLAR INF;FUROR;46136;692;;0
443159;MONEDERO P/DAMA;ACCESORIOS;054-0457582;ACCESORIOS PERSONALES;MONEDERO P/DAMA T-L;DELLA BELLA;44736;1;46108;1
443693;DESODORANTE ROLLON DOVE 50ML MATCHA;CUIDADO PERSONAL;41986;HIGIENE PERSONAL;DESODORANTE P/DAMA;DOVE;44744;1;;0
468200;SET P/DAMA LOCION 75+100+125ML 227;CUIDADO PERSONAL;S227;HIGIENE PERSONAL;ESTUCHE DE LOCIONES P/DAMA;MAGNATE COLLECTION;44875;3;;0
473908;LICUADORA PLASTICA;HOGAR;MS-ED999P;ENSERES MENORE;LICUADORA;MASTER SONIC ;46045;9;;0
040690;CAMISETA C/MANGA T/S TURISTICA;PACER;3039-LOG/S;PACER HOMBRE;CAMISETA P/HOM PACER C/R LOGO BLANCA BASICA;PACER;46143;810;;0
349487;TOALLAS SANITARIAS SABA 8PZS NOCTURNAS C/ALAS;CUIDADO PERSONAL;06623;HIGIENE PERSONAL;TOALLAS SANITARIAS C/ALAS;SABA;46134;1300;;0
382605;TOALLAS SANITARIAS SABA 10PZ CONFORT C/ALAS MANZAN;CUIDADO PERSONAL;30352;HIGIENE PERSONAL;TOALLAS SANITARIAS C/ALAS;SABA;46134;140;;0
491685;HOJAS NAVIDEÑAS 67CM;CELEBRACIONES;AB1323;NAVIDAD;RAMAS NAVIDEÑO;YIWU LYFHON;45151;1;45923;3
386946;PACK BOXER P/DAMA BLONDA CINTA 2PZS LOVE;INTERIOR DETALLE;BOX/DM/BLND/CNT;DI DAMA;BOXER P/DAMA BLONDA LOVE;;46120;666;;0
401012;ENTRETENEDOR P/BEBE;BEBE;BBID-138;ACCESORIOS P/BEBE;ENTRETENEDOR P/BEBE;BAMBINO;46084;2;;0
428431;ESTUFA ELECTRICA 2 QUEMADORES;HOGAR;IU-03-5;LINEA BLANCA;ESTUFA ELECTRICA 2 QUEMADORES;UNIVERSAL ROYAL;46106;66;;0
309082;CREMA REPELENTE 100ML ADVANCED;CUIDADO PERSONAL;38588;HIGIENE PERSONAL;REPELENTES DE INSECTOS;BABY NUTRINE;45566;9;45478;1
478084;SET VIANDAS PLASTICAS ;HOGAR;PP005-METALIC;COCINA;SET VIANDAS PLASTICAS MEDIANAS;LOTUS HOME COLLECTION;45862;2;46086;1
483369;CREMA P/PIES FRESH FIT SCENTIA 200G RITUAL SPA;CUIDADO PERSONAL;78869;HIGIENE PERSONAL;CREMA P/PIES;SCENTIA;45261;1;;0
C113234;VESTIDO P/BEBE NIÑA CASUAL M/C ;ROPA;VST-BS-BB01;ROPA P/BEBE NIÑA;VESTIDO P/BEBE NIÑA CASUAL;CAMILLE;45796;7;46093;2
490524;DESODORANTE CREMA CLINICAL REXONA 58G CLEAN AZUL H;CUIDADO PERSONAL;76825;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;REXONA;46128;1;46128;39
C144150;ZAPATILLAS P/NIÑO INF DEP BAJAS;CALZADO;43379-322-3B;CALZADO INFANTIL P/NIÑO;ZAPATILLAS P/NIÑO INF BAJAS;ST.THIAGO;45926;450;46086;1
C013205;DIADEMA P/NIÑA;ACCESORIOS;3744-190423-8;ACCESORIOS DE CABELLO;DIADEMA P/NIÑA;YIWU LYFHON;45176;4;;0
C020946;SHAMPOO ACQUA KIDS 250ML TUTTI FRUTTI;CUIDADO PERSONAL;0107-0585;HIGIENE P/NIÑO (A);SHAMPOO P/NIÑOS;ORIGEM;45229;1;45344;6
474689;PANTUNFLAS P/NIÑA JUV D/METER;CALZADO;528-1402082;CALZADO JUVENIL P/NIÑA;PANTUNFLAS P/NIÑA JUV;DELLA BELLA;45694;2;46078;1
C007274;SET D/FIESTA SOFIA;CELEBRACIONES;1233-190423-9;PIÑATERIA;SET DE FIESTA;YIWU LYFHON;45290;34;;0
C037281;SHORTS P/BEBE NIÑA JEANS CARGO ;ROPA;GY-SH-M03-003;ROPA P/BEBE NIÑA;SHORTS P/BEBE NIÑA CARGO JEANS;GAYLA;45400;1;46105;1
C025867;SHAMPOO MATTEL 1000ML HOT WHEELS 2EN1;CUIDADO PERSONAL;MT03944;HIGIENE P/NIÑO (A);SHAMPOO P/NIÑOS;HOT WHEELS;45887;1;45927;1
371420;SPRAY FIJADOR P/PEINAR 250ML MINNIE;CUIDADO PERSONAL;DS02430;HIGIENE P/NIÑO (A);SPRAY FIJADOR P/CABELLO NIÑA;MINNIE;46080;189;;0
445759;GOMITAS MOGUL SANDIA 50G EXTREME;SUPERMERCADO;GOMITA/SANDIA;ABARROTERIA;SNACKS;;46143;31949;46143;11882
C068073;CUBALLERA P/NIÑO JUV AZUL LISA T-14;ESCOLAR;NS-CA-14;UNIFORMES;CUBALLERA JUVENIL AZUL;NEX SCHOOL;46017;155;46086;49
479494;MOCHILA P/NIÑO T-16 MICKEY MOUSE;ESCOLAR;088-02273;MOCHILAS ESCOLARES;MOCHILA P/NIÑO 15/16;MICKEY MOUSE;44942;1;;0
C112015;OVEROLL P/DAMA LARGO TELA VESTIR ;ROPA;CRL-6475;DAMA;OVEROLL P/DAMA TELA LARGO FORMAL;CAFE SIETE;45602;4;46141;3
481060;BLOQUEADOR SOLAR NUTRIDERM 100ML SPF30;CUIDADO PERSONAL;45142;HIGIENE PERSONAL;BLOQUEADORE SOLAR ;NUTRIDERM;46096;48;46096;119
482766;GEL D/BAÑO CAPRI 450ML COCO&LIMON;CUIDADO PERSONAL;00118;HIGIENE PERSONAL;GEL DE BAÑO;;45372;1;;0
482835;OLLA C/TAPADERA VIDRIO 24CM;HOGAR;VEN-24G;COCINA;OLLAS D/PRESION;VENEZIA;46130;12;;0
486128;SET GANCHOS P/NIÑA MARIPOSA 2PZS;ACCESORIOS;3403-1117-6;ACCESORIOS DE CABELLO;SET GANCHOS P/NIÑA MARIPOSA;YIWU LYFHON;44996;5;;0
491350;SET PELOTAS NAVIDEÑAS 3PZS;CELEBRACIONES;AB1133;NAVIDAD;SET PELOTAS D/NAVIDAD;YIWU LYFHON;45151;6;45922;10
491723;PASCUA NAVIDEÑA 25X20CM;CELEBRACIONES;AB1361;NAVIDAD;PASCUA NAVIDEÑA;YIWU LYFHON;45157;2;;0
C030344;JEANS P/DAMA MODA RECTO COLORES;ROPA;DL-3233A;DAMA;JEANS P/DAMA MODA COLORES 3-13;CAFE SIETE;45248;1;46127;1
C032103;SET COLLAR+PULSERA P/DAMA COBRE;ACCESORIOS;4599-730-8;ACCESORIOS DE JOYERIA;SET COLLAR+PULSERA P/DAMA;YIWU LYFHON;45253;1;;0
C005971;DESODORANTE BARRA DEGREE 76G ADVANCED EXTREME;CUIDADO PERSONAL;02079;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;DEGREE;46083;543;46086;92
371690;TALCO ODORIT 60GR FRESH;CUIDADO PERSONAL;23591;HIGIENE PERSONAL;TALCO PARA PIE;ODORIT;46096;138;46096;45
451790;QUITA ESMALTE BARBARA 240ML FORMULA SALON;BELLEZA;47979;ACCESORIOS P/MANOS Y PIES;QUITA ESMALTE;;46096;6;46096;1
455855;JEANS P/HOMBRE RECTO NEGRO;ROPA;NL-4769;CABALLERO;JEANS P/HOMBRE CLASICO NEGRO 30-40;NEVER LEGAL ;46102;1;;0
471589;SET GANCHOS ANDINOS+GANCHOS PINZA;ACCESORIOS;FJ-334054;ACCESORIOS DE CABELLO;SET GANCHOS ANDINO;MIRACLE WO ;44889;4;45773;2
C122608;CALCETAS ESCOLAR P/NIÑO INF;ESCOLAR;F6MEDHD68B46W;INTERIOR ESCOLAR;CALCETA ESCOLAR P/NIÑO INF;TERKO;45682;14;46086;1
490072;BOTAS P/DAMA D/TACON;CALZADO;ABBY-02B;CALZADO P/DAMA;BOTAS P/DAMA;PIERO MARRUCCI;45492;4;45946;2
494188;PLANCHA 110V;HOGAR;LY-ST32011;ENSERES MENORE;PLANCHA ELECTRICA;WESTERN;45831;30;;0
