Division ID;Division;Categoria ID;Categoria;Grupo ID;Grupo;Sugerido AEC;Sugerido DS;Necesidad detalle AEC;Necesidad mayoreo AEC;Necesidad DS;Saldo CDI01;Saldo DSCDI;No. Referencias
08;HOGAR;08001;COCINA;08001034;SET D/COLADORES;495;162;0;48;;703;0;10
08;HOGAR;08001;COCINA;08001038;OLLAS D/PRESION;621;138;92;33;96;231;0;3
08;HOGAR;08001;COCINA;08001045;COLADOR PLASTICO;1110;324;335;66;91;739;1;5
08;HOGAR;08001;COCINA;08001048;ENVASE MULTIUSO PLASTICO;1014;264;310;52;59;2240;5;21
08;HOGAR;08001;COCINA;08001053;BANDEJAS MULTIUSO;645;222;506;54;176;7;0;2
08;HOGAR;08001;COCINA;08001065;TAZA DE VIDRIO;7668;2160;1994;860;1106;535;23;21
08;HOGAR;08001;COCINA;08001066;SET DE TAZA CON PLATO;960;234;11;22;3;631;1;7
08;HOGAR;08001;COCINA;08001067;CORTINAS P/COCINA;957;180;30;77;1;570;1;4
08;HOGAR;08001;COCINA;08001076;TAZA PLASTICA;6174;1374;0;135;5;5926;1;43
08;HOGAR;08001;COCINA;08001079;VAJILLA;2166;522;379;135;13;100;0;7
08;HOGAR;08001;COCINA;08001089;SET DISPENSADOR DE SALSAS;954;240;39;0;49;3146;0;23
08;HOGAR;08001;COCINA;08001091;BOTE P/AGUA P/ADULTO;6960;1110;707;368;153;290;3;14
08;HOGAR;08001;COCINA;08001096;THERMO P/AGUA CALIENTE 1.0L;750;159;75;36;27;2100;1;12
08;HOGAR;08001;COCINA;08001097;THERMO P/AGUA CALIENTE 1.8L;689;147;91;21;70;969;3;6
08;HOGAR;08001;COCINA;08001098;THERMO P/AGUA CALIENTE 0.6L;566;126;480;36;87;102;0;1
08;HOGAR;08001;COCINA;08001100;PELADOR DE PAPAS;1368;420;67;0;13;50;2;7
08;HOGAR;08001;COCINA;08001104;MOLDE P/PALETAS;705;198;0;24;;545;1;8
08;HOGAR;08001;COCINA;08001107;PORTA HUEVOS;648;246;15;12;2;438;0;6
08;HOGAR;08001;COCINA;08001108;BOTE P/ACEITE;420;117;27;0;31;120;1;4
08;HOGAR;08001;COCINA;08001109;PORTASERVILLETAS;1290;312;9;0;34;614;2;10
08;HOGAR;08001;COCINA;08001112;TRITURADOR D/ALIMENTOS;1122;366;462;0;148;74;2;2
08;HOGAR;08001;COCINA;08001115;FRUTAS ARTIFICIALES DECORATIVAS D/COLGAR;4902;1254;61;3;8;1768;7;24
08;HOGAR;08001;COCINA;08001118;ESPATULA D/COCINA PLASTICA;992;348;212;36;101;64;0;3
08;HOGAR;08001;COCINA;08001122;ORGANIZADOR D/CUCHARAS Y TENEDORES;1248;288;540;90;134;5;0;1
08;HOGAR;08001;COCINA;08001123;SET DE ESPECIEROS;990;351;630;6;256;3;0;1
08;HOGAR;08001;COCINA;08001124;FRIDERA 12CM;675;402;0;33;6;418;-5;5
08;HOGAR;08001;COCINA;08001125;FRIDERA 14CM;1347;390;125;66;26;79;-6;4
08;HOGAR;08001;COCINA;08001126;FRIDERA 16CM;1416;600;693;54;395;13;-3;2
08;HOGAR;08001;COCINA;08001127;FRIDERA 18CM;906;318;254;0;129;10;0;1
08;HOGAR;08001;COCINA;08001128;FRIDERA 20CM;1116;300;135;8;85;269;0;7
08;HOGAR;08001;COCINA;08001129;FRIDERA 22CM;978;342;16;68;29;573;-3;10
08;HOGAR;08001;COCINA;08001130;FRIDERA 24CM;678;381;12;57;114;599;0;8
08;HOGAR;08001;COCINA;08001131;FRIDERA 26CM;699;267;14;30;70;336;0;7
08;HOGAR;08001;COCINA;08001132;FRIDERA 28CM;732;330;45;48;53;568;-3;9
08;HOGAR;08001;COCINA;08001133;FRIDERA 30CM;516;168;290;63;115;102;0;1
08;HOGAR;08001;COCINA;08001134;SET DE FRIDERAS;;96;0;0;;6;0;2
08;HOGAR;08001;COCINA;08001135;JARRA DE VIDRIO;600;120;48;99;11;137;1;3
08;HOGAR;08001;COCINA;08001136;JARRA PLASTICA;2364;741;1;63;59;2525;3;27
08;HOGAR;08001;COCINA;08001137;SET JARRA+VASOS DE VIDRIO;1074;210;5;6;1;765;1;19
08;HOGAR;08001;COCINA;08001138;SET JARRA+VASOS PLASTICOS;2754;528;86;279;37;3045;4;31
08;HOGAR;08001;COCINA;08001139;SET VASOS DE VIDRIO;6936;1700;146;562;31;642;18;15
08;HOGAR;08001;COCINA;08001140;SET VASOS PLASTICOS;8862;2064;451;1017;321;2636;9;27
08;HOGAR;08001;COCINA;08001141;SET PLATOS PLASTICOS;1572;396;814;317;263;177;1;1
08;HOGAR;08001;COCINA;08001142;SET PLATOS DE VIDRIO;2124;606;1274;309;451;12;0;2
08;HOGAR;08001;COCINA;08001149;PLATO P/NIÑO Y NIÑA;4014;612;125;711;147;1043;3;16
08;HOGAR;08001;COCINA;08001151;VASO C/PAJILLA MODA;3410;750;0;126;1;6766;17;68
08;HOGAR;08001;COCINA;08001152;VASO PLASTICO;2500;558;43;238;18;1346;1;13
08;HOGAR;08001;COCINA;08001154;VASO P/NIÑO Y NIÑA;4503;426;361;551;27;654;2;7
08;HOGAR;08001;COCINA;08001155;VASO THERMICO;3864;504;881;147;33;12101;5;74
08;HOGAR;08001;COCINA;08001156;SET TAZAS DE VIDRIO;3366;444;15;164;;845;2;21
08;HOGAR;08001;COCINA;08001157;SET TAZAS DE PLASTICO;2616;417;158;378;121;158;6;6
08;HOGAR;08001;COCINA;08001159;SET DE OLLAS 3PZS;186;;22;98;;16;18;3
08;HOGAR;08001;COCINA;08001160;SET DE OLLAS 4PZS;324;;43;99;;4;8;1
08;HOGAR;08001;COCINA;08001163;SET DE OLLAS 7PZS;293;45;219;18;30;69;0;2
08;HOGAR;08001;COCINA;08001164;SET DE OLLAS 8PZS;107;34;2;0;2;48;0;1
08;HOGAR;08001;COCINA;08001167;SET DE OLLAS 12PZS;119;46;9;0;33;138;0;2
08;HOGAR;08001;COCINA;08001168;COLADOR METALICO;1536;324;5;90;4;698;0;14
08;HOGAR;08001;COCINA;08001176;THERMO P/AGUA CALIENTE 0.45L;459;81;115;23;25;1134;0;7
08;HOGAR;08001;COCINA;08001182;EXPRIMIDOR D/LIMON;942;168;20;0;;27;0;4
08;HOGAR;08001;COCINA;08001183;BOTE D/AGUA P/NIÑO(A);9438;2562;3166;391;1465;170;3;15
08;HOGAR;08001;COCINA;08001184;BOTE P/AGUA THERMICO;3546;786;821;249;450;3254;1;29
08;HOGAR;08001;COCINA;08001190;ALFOMBRA D/COCINA;729;243;144;12;103;40;0;1
08;HOGAR;08001;COCINA;08001195;THERMO P/AGUA CALIENTE 3.0L;209;63;147;20;;26;0;1
08;HOGAR;08001;COCINA;08001203;AFILADOR D/CUCHILLOS;498;117;0;24;7;17;0;4
08;HOGAR;08001;COCINA;08001204;MORTERO;360;123;35;0;99;193;0;2
08;HOGAR;08001;COCINA;08001208;VIANDA PLASTICA MEDIANA;3408;930;253;147;133;1769;2;40
08;HOGAR;08001;COCINA;08001210;SET VIANDAS PLASTICAS MEDIANAS;5508;1488;416;291;506;3090;6;47
08;HOGAR;08001;COCINA;08001213;TAZA SAN VALENTIN;3384;690;2120;653;525;5;2;1
08;HOGAR;08001;COCINA;08001215;TAZA EQUIPOS;4776;1020;0;0;;7926;7;10
08;HOGAR;08001;COCINA;08001218;SET VIANDAS GRANDES;1284;372;183;146;138;643;2;4
08;HOGAR;08001;COCINA;08001219;CUCHARON D/ALUMINIO;1128;357;10;81;34;462;0;9
08;HOGAR;08001;COCINA;08001224;SET TAZA+ACCESORIOS SAN VALENTIN;3750;924;2365;801;733;4;0;1
08;HOGAR;08001;COCINA;08001225;SET TAZA+ACCESORIOS DIA DE LA MADRE;3316;924;718;482;242;54;2;7
08;HOGAR;08001;COCINA;08001229;BATIDORA MANUAL ALUMINIO;807;366;18;0;23;172;0;4
08;HOGAR;08001;COCINA;08001230;RALLADOR ALUMINIO;1410;252;871;75;217;15;0;1
08;HOGAR;08001;COCINA;08001232;TRITURADOR D/FRIJOLES ALUMINIO;528;186;246;6;95;9;0;1
08;HOGAR;08001;COCINA;08001241;TAZA CUMPLEAÑOS;1356;408;791;318;299;4;1;1
08;HOGAR;08001;COCINA;08001243;VIANDA ELECTRICA;126;53;3;9;20;623;0;3
08;HOGAR;08001;COCINA;08001245;SET VIANDA+BOTE P/NIÑO(A);1836;426;41;25;3;4468;2;30
08;HOGAR;08001;COCINA;08001247;ORGANIZADOR DE DULCES;267;55;20;0;8;24;0;2
08;HOGAR;08001;COCINA;08001252;PLATO HONDO PLASTICO #9;1017;210;21;78;42;554;0;6
08;HOGAR;08001;COCINA;08001256;PLATO HONDO D/VIDRIO #7;2082;762;120;42;297;3880;2;10
08;HOGAR;08001;COCINA;08001257;PLATO HONDO D/VIDRIO #8;4074;1122;1229;767;801;1663;0;20
08;HOGAR;08001;COCINA;08001258;PLATO HONDO D/VIDRIO #9;1878;480;2;484;138;3591;3;21
08;HOGAR;08001;COCINA;08001259;PLATO HONDO D/VIDRIO #10;783;318;113;0;111;10;10;1
08;HOGAR;08001;COCINA;08001261;PLATO SECO PLASTICO #8;1224;366;668;221;280;741;0;2
08;HOGAR;08001;COCINA;08001265;PLATO SECO D/VIDRIO #7;1692;510;83;144;92;4027;1;5
08;HOGAR;08001;COCINA;08001266;PLATO SECO D/VIDRIO #8;2646;606;3;12;140;7294;0;25
08;HOGAR;08001;COCINA;08001267;PLATO SECO D/VIDRIO #9;2814;774;81;396;304;2830;1;24
08;HOGAR;08001;COCINA;08001268;PLATO SECO D/VIDRIO #10;1932;504;0;162;35;5824;2;33
08;HOGAR;08001;COCINA;08001270;PLATO HONDO MELAMINA #6;1578;480;565;372;324;506;0;3
08;HOGAR;08001;COCINA;08001271;PLATO HONDO MELAMINA #7;1980;978;34;258;249;550;1;6
08;HOGAR;08001;COCINA;08001272;PLATO HONDO MELAMINA #8;2790;822;43;228;14;1641;3;14
08;HOGAR;08001;COCINA;08001273;PLATO HONDO MELAMINA #9;2034;612;31;311;110;1506;0;11
08;HOGAR;08001;COCINA;08001274;PLATO HONDO MELAMINA #10;1440;498;79;244;210;174;2;5
08;HOGAR;08001;COCINA;08001275;PLATO HONDO MELAMINA #11;978;468;553;66;334;78;0;1
08;HOGAR;08001;COCINA;08001277;PLATO SECO MELAMINA #6;1272;600;270;192;444;133;1;2
08;HOGAR;08001;COCINA;08001278;PLATO SECO MELAMINA #7;915;384;30;180;157;534;1;2
08;HOGAR;08001;COCINA;08001279;PLATO SECO MELAMINA #8;3000;996;110;138;94;2164;0;13
08;HOGAR;08001;COCINA;08001280;PLATO SECO MELAMINA #9;3528;906;124;461;195;1675;9;16
08;HOGAR;08001;COCINA;08001281;PLATO SECO MELAMINA #10;3804;906;329;288;197;1334;7;16
08;HOGAR;08001;COCINA;08001282;PLATO SECO MELAMINA #11;1278;426;730;69;68;55;5;2
08;HOGAR;08001;COCINA;08001283;PLATO SECO MELAMINA #12;858;366;175;6;253;83;0;3
08;HOGAR;08001;COCINA;08001288;ORGANIZADOR D/NEVERA;432;132;115;6;56;3;4;1
08;HOGAR;08001;COCINA;08001290;ORGANIZADOR MULTIUSO PLASTICO 2 PISOS;498;66;97;45;6;506;0;7
08;HOGAR;08001;COCINA;08001291;ORGANIZADOR MULTIUSO PLASTICO 3 PISOS;678;126;74;51;28;2081;0;21
08;HOGAR;08001;COCINA;08001292;ORGANIZADOR MULTIUSO PLASTICO 4 PISOS;408;66;32;24;9;1779;0;25
08;HOGAR;08001;COCINA;08001298;VASO MELAMINA;738;285;20;0;19;1930;0;10
08;HOGAR;08001;COCINA;08001301;PLATO SOPERO PLASTICO #7;1506;300;825;498;172;12;6;2
08;HOGAR;08001;COCINA;08001303;PLATO SOPERO PLASTICO #9;1488;432;905;468;376;3;0;1
08;HOGAR;08001;COCINA;08001304;PLATO SOPERO D/VIDRIO #6;1386;438;480;222;231;1497;8;9
08;HOGAR;08001;COCINA;08001305;PLATO SOPERO D/VIDRIO #7;1500;516;14;47;211;4918;10;19
08;HOGAR;08001;COCINA;08001306;PLATO SOPERO D/VIDRIO #8;1872;546;591;150;304;3121;7;18
08;HOGAR;08001;COCINA;08001307;PLATO SOPERO D/VIDRIO #9;1014;378;96;126;201;857;3;6
08;HOGAR;08001;COCINA;08001309;PLATO SOPERO MELAMINA #6;1272;390;6;102;41;1288;0;10
08;HOGAR;08001;COCINA;08001310;PLATO SOPERO MELAMINA #7;2727;606;106;256;;2515;0;19
08;HOGAR;08001;COCINA;08001311;PLATO SOPERO MELAMINA #8;2748;702;125;750;168;1674;3;17
08;HOGAR;08001;COCINA;08001312;PLATO SOPERO MELAMINA #9;1482;384;55;400;19;644;0;5
08;HOGAR;08001;COCINA;08001315;VIANDA PLASTICA PEQUEÑA;1377;225;224;144;49;49;0;6
08;HOGAR;08001;COCINA;08001316;SET VIANDA PLASTICA PEQUEÑA;1416;651;618;534;578;5;0;1
08;HOGAR;08001;COCINA;08001317;VIANDA PLASTICA GRANDE;1158;342;26;96;51;1242;3;15
08;HOGAR;08001;COCINA;08001320;OLLA PEQUEÑA P/HERVIR;654;210;450;6;166;146;0;2
08;HOGAR;08001;COCINA;08001323;OLLA 18CM;249;44;31;8;7;8;0;1
08;HOGAR;08001;COCINA;08001324;OLLA 20CM;248;78;1;27;1;47;0;4
08;HOGAR;08001;COCINA;08001328;OLLA 24CM;128;42;0;6;6;185;0;3
08;HOGAR;08001;COCINA;08001330;OLLA 26CM;133;42;0;0;34;318;0;6
08;HOGAR;08001;COCINA;08001332;OLLA 28CM;114;44;101;6;34;4;0;1
08;HOGAR;08001;COCINA;08001333;OLLA 30CM;86;44;3;0;5;62;0;5
08;HOGAR;08001;COCINA;08001336;OLLA 38CM;82;44;78;0;2;30;0;1
08;HOGAR;08001;COCINA;08001342;OLLA 16CM;93;32;28;6;10;10;0;1
08;HOGAR;08001;COCINA;08001349;FRIDERA ALTA 18CM;309;96;219;47;74;62;0;1
08;HOGAR;08001;COCINA;08001363;VIANDA THERMICA;1902;360;376;118;106;498;0;22
08;HOGAR;08001;COCINA;08001376;LONCHERA THERMICA;1206;336;183;12;22;391;9;7
08;HOGAR;08001;COCINA;08001377;SET COPAS PLASTICAS;1776;408;34;3;92;2484;1;21
08;HOGAR;08001;COCINA;08001384;COLADOR P/FREIR TAJADAS;615;219;210;0;24;104;0;3
08;HOGAR;08001;COCINA;08001386;RALLADOR C/MANGO;696;147;5;6;56;2333;0;16
08;HOGAR;08001;COCINA;08001387;RALLADOR C/DEPOSITO D/PLASTICO;756;93;405;6;54;5;0;1
08;HOGAR;08001;COCINA;08001397;ENVASE MULTIUSO D/VIDRIO;645;204;1;0;9;498;1;17
08;HOGAR;08001;COCINA;08001398;TABLA P/PICAR PLASTICA GRANDE 36 A 45CM;828;324;406;12;204;6;0;1
08;HOGAR;08001;COCINA;08001399;TABLA P/PICAR PLASTICA MEDIANA 26 A 35CM;1341;432;245;42;216;132;0;4
08;HOGAR;08001;COCINA;08001400;TABLA P/PICAR PLASTICA PEQUEÑA 19 A 25CM;825;324;348;0;211;194;0;1
08;HOGAR;08001;COCINA;08001401;TABLA P/PICAR MADERA GRANDE 36 A 45CM;915;342;389;12;281;15;0;1
08;HOGAR;08001;COCINA;08001410;TAZA D/VIDRIO MODA;3264;804;10;3;2;3800;2;30
08;HOGAR;08001;COCINA;08001415;FRIDERA ALTA 22CM;157;58;85;6;27;3;0;1
08;HOGAR;08001;COCINA;08001416;FRIDERA ALTA 26CM;351;35;67;0;10;176;0;3
08;HOGAR;08001;COCINA;08001422;FRUTERO D/ALUMINIO;675;210;157;6;48;669;3;19
08;HOGAR;08001;COCINA;08001426;THERMO P/AGUA CALIENTE 2.0L;206;75;62;39;58;54;0;1
08;HOGAR;08001;COCINA;08001433;TAZA TERMICA;999;321;16;0;46;727;0;15
08;HOGAR;08001;COCINA;08001438;SET TENEDORES+CUCHARAS;1038;354;222;72;25;166;0;6
08;HOGAR;08001;COCINA;08001462;TAZA MELAMINA;564;168;13;0;11;110;0;4
08;HOGAR;08001;COCINA;08001475;CUCHARON SOPERO PLASTICO;1002;342;151;78;51;137;0;4
08;HOGAR;08001;COCINA;08001476;CUCHARON SOPERO ALUMINIO;1050;360;21;15;28;192;0;5
08;HOGAR;08001;COCINA;08001480;CUCHARON ESCURRIDOR PLASTICO;957;348;125;36;70;114;0;1
08;HOGAR;08001;COCINA;08001481;CUCHARON ESCURRIDOR ALUMINIO;1002;342;10;9;17;228;0;6
08;HOGAR;08001;COCINA;08001483;FRUTAS ARTIFICIALES DECORATIVAS RAMA;2574;888;1283;132;383;31;39;4
08;HOGAR;08001;COCINA;08001486;SET TOALLAS D/COCINA;2496;750;14;138;165;1748;1;21
08;HOGAR;08001;COCINA;08001490;PLATO SOPERO D/VIDRIO #5;1902;576;669;252;322;2821;0;12
08;HOGAR;08001;COCINA;08001491;FRUTA ARTIFICAL DECORATIVA D/MESA;4170;1428;4;168;15;952;17;15
08;HOGAR;08001;COCINA;08001498;SET D/VASOS ACRILICOS;960;354;0;0;136;1900;1;9
08;HOGAR;08001;COCINA;08001502;PLATO HONDO D/VIDRIO #11;540;0;267;60;;36;;1
08;HOGAR;08001;COCINA;08001503;JARRA ACRILICA;687;192;10;0;23;733;0;11
08;HOGAR;08001;COCINA;08001504;SET JARRA+VASOS ACRILICOS;696;198;59;0;33;1515;3;19
08;HOGAR;08001;COCINA;08001509;TAZA ACRILICA;1512;276;146;36;17;526;12;9
08;HOGAR;08001;COCINA;08001510;VASO ACRILICO;843;198;172;0;88;82;11;5
08;HOGAR;08001;COCINA;08001514;SET TAZA+ACCESORIOS GRADUACION;828;189;582;0;85;128;0;1
08;HOGAR;08001;COCINA;08001515;VASO CERVECERO;1005;342;435;168;35;1100;0;6
08;HOGAR;08001;COCINA;08001516;VASO TERMICO MODA;1254;324;50;395;237;3062;0;12
08;HOGAR;08001;COCINA;08001517;VASO P/NIÑO(A) MODA;1722;450;974;384;346;6;0;2
08;HOGAR;08001;COCINA;08001518;PAN ARTIFICIAL DECORATIVO D/MESA;3144;948;1462;0;16;13;0;3
08;HOGAR;08001;COCINA;08001520;TAZA D/VIDRIO CARICATURAS;1710;594;546;81;320;47;1;10
08;HOGAR;08001;COCINA;08001521;TAZA P/NIÑO(A) PLASTICA ;2154;618;1527;375;346;6;0;1
08;HOGAR;08001;COCINA;08001522;SET D/TAZAS ACRILICAS;615;219;301;48;;6;;1
08;HOGAR;08001;COCINA;08001524;FRIDERA 32CM;627;264;456;54;131;122;-2;1
08;HOGAR;08001;COCINA;08001527;SET CUCHARONES PLASTICOS;1230;372;440;24;60;84;2;3
08;HOGAR;08001;COCINA;08001528;SET CUCHARONES D/MADERA;1230;372;919;39;315;197;0;5
08;HOGAR;08001;COCINA;08001529;CUCHILLO #5 MANGO MADERA;1792;678;783;102;479;27;0;2
08;HOGAR;08001;COCINA;08001530;CUCHILLO #6 MANGO MADERA;1810;678;391;78;369;144;12;3
08;HOGAR;08001;COCINA;08001536;SET DE OLLAS 11PZS;;41;107;0;;12;;1
08;HOGAR;08002;BAÑO;08002001;TOALLA DE BAÑO;7046;804;418;2256;377;34;2;6
08;HOGAR;08002;BAÑO;08002002;CORTINAS DE BAÑO;3430;978;30;0;50;2624;1;43
08;HOGAR;08002;BAÑO;08002003;TAPADERA P/BAÑO;354;78;19;0;3;1124;1;23
08;HOGAR;08002;BAÑO;08002005;SET DE CORTINA P/BAÑO;639;252;451;84;224;24;0;1
08;HOGAR;08002;BAÑO;08002010;PASTE DE BAÑO;2130;594;28;12;46;3631;0;13
08;HOGAR;08002;BAÑO;08002011;ORGANIZADOR DE BAÑO;945;144;291;9;12;2422;4;27
08;HOGAR;08002;BAÑO;08002012;ASIENTO P/INODORO;372;114;317;0;73;260;0;5
08;HOGAR;08002;BAÑO;08002013;CEPILLO P/BAÑO C/BASE;1482;375;4;66;85;1088;2;17
08;HOGAR;08002;BAÑO;08002018;ALFOMBRAS P/BAÑO;1890;420;33;24;16;1505;0;12
08;HOGAR;08002;BAÑO;08002022;DISPENSADOR P/JABON LIQUIDO;732;201;20;0;40;1363;3;19
08;HOGAR;08002;BAÑO;08002023;JABONERA ;1902;498;72;0;11;456;7;3
08;HOGAR;08002;BAÑO;08002026;SET ALFOMBRAS P/BAÑO;618;117;62;57;23;921;0;19
08;HOGAR;08002;BAÑO;08002028;TOALLA DE MANO;13288;2364;19;24;39;3988;3;19
08;HOGAR;08002;BAÑO;08002029;TOALLA DE BAÑO P/NIÑO(A);4770;1062;42;1218;2;8210;0;31
08;HOGAR;08002;BAÑO;08002030;ORGANIZADOR D/CEPILLO DENTAL;426;114;17;0;4;210;4;8
08;HOGAR;08002;BAÑO;08002032;SET JABONERA;339;114;10;0;3;60;1;2
08;HOGAR;08002;BAÑO;08002033;PASTE DE BAÑO C/MANGO;960;312;0;6;5;1044;0;6
08;HOGAR;08002;BAÑO;08002034;CEPILLO P/BAÑO S/BASE;699;174;4;0;23;874;1;6
08;HOGAR;08002;BAÑO;08002035;TOALLA D/BAÑO WESTERN;13469;4056;17;1289;125;11751;13;14
08;HOGAR;08002;BAÑO;08002038;TOALLA D/BAÑO EQUIPOS ;6144;996;10;506;;7832;0;10
08;HOGAR;08003;DORMITORIO;08003003;CANASTA P/ROPA REDONDA;687;198;149;0;25;382;2;5
08;HOGAR;08003;DORMITORIO;08003012;SABANA PELUCHE;11046;2064;53;390;65;11195;5;13
08;HOGAR;08003;DORMITORIO;08003017;GANCHO D/CLOSET D/ADULTO;1536;498;150;96;164;2406;0;18
08;HOGAR;08003;DORMITORIO;08003020;VELA AROMATIZANTE;1494;429;815;0;188;40;4;2
08;HOGAR;08003;DORMITORIO;08003028;ALMOHADA MATRIMONIAL;1698;354;125;45;37;1443;0;23
08;HOGAR;08003;DORMITORIO;08003029;ALMOHADA ORTOPEDICA;807;123;296;12;112;25;0;1
08;HOGAR;08003;DORMITORIO;08003039;ALMOHADA P/CUELLO ADULTO;1512;348;136;21;33;40;0;5
08;HOGAR;08003;DORMITORIO;08003043;SET DE CAMERAS FULL;2604;564;6;77;31;2819;0;24
08;HOGAR;08003;DORMITORIO;08003044;SET DE CAMERAS QUEEN SIZE;1674;420;8;64;94;1755;0;17
08;HOGAR;08003;DORMITORIO;08003045;SET DE CAMERAS KING SIZE;1368;321;58;94;162;586;0;5
08;HOGAR;08003;DORMITORIO;08003049;LAMPARA P/DORMITORIO;1122;156;136;6;78;176;2;10
08;HOGAR;08003;DORMITORIO;08003051;CANASTA P/ROPA CUADRADA;351;108;248;12;41;3;0;1
08;HOGAR;08003;DORMITORIO;08003054;ALFOMBRA P/NIÑO;777;237;488;0;215;18;0;2
08;HOGAR;08003;DORMITORIO;08003059;RAQUETA MATA MOSCAS ;744;159;11;0;17;596;0;7
08;HOGAR;08003;DORMITORIO;08003065;ALMOHADA D/CUELLO P/NIÑO(A);1164;330;8;24;4;568;1;15
08;HOGAR;08004;SALA DE HOGAR;08004001;CORTINAS P/SALA LISA;2340;600;1;63;18;1695;4;37
08;HOGAR;08004;SALA DE HOGAR;08004002;RELOJ PARA PARED;678;192;103;3;33;784;10;10
08;HOGAR;08004;SALA DE HOGAR;08004003;ADORNOS P/PARED;3834;1314;2560;636;1139;3;1;1
08;HOGAR;08004;SALA DE HOGAR;08004004;CUADROS;1215;216;212;12;27;872;2;9
08;HOGAR;08004;SALA DE HOGAR;08004007;ALFOMBRAS DE ENTRADA;1440;492;195;39;224;270;0;9
08;HOGAR;08004;SALA DE HOGAR;08004008;COJINES P/SALA;1326;255;194;2;44;2001;3;24
08;HOGAR;08004;SALA DE HOGAR;08004012;FLOREROS;792;147;18;0;35;659;0;13
08;HOGAR;08004;SALA DE HOGAR;08004013;ACCESORIOS;996;222;784;0;72;24;0;1
08;HOGAR;08004;SALA DE HOGAR;08004022;VARIOS PARA HOGAR;;;0;0;;4833;;6
08;HOGAR;08004;SALA DE HOGAR;08004023;FLORES ARTIFICIALES DECORATIVAS D/MESA;5268;660;52;493;18;1813;2;25
08;HOGAR;08004;SALA DE HOGAR;08004026;FOCO DE TECHO;1572;468;56;6;64;202;3;11
08;HOGAR;08004;SALA DE HOGAR;08004028;BANCOS P/SENTARCE;453;141;56;33;8;102;1;4
08;HOGAR;08004;SALA DE HOGAR;08004030;VELAS SIN AROMA;642;0;11;0;;339;0;5
08;HOGAR;08004;SALA DE HOGAR;08004031;ADORNOS P/MESA;3012;786;223;124;189;763;6;45
08;HOGAR;08004;SALA DE HOGAR;08004033;BATERIAS AAA;2142;804;1843;0;337;3;18;1
08;HOGAR;08004;SALA DE HOGAR;08004034;ALFOMBRA DE SALA;1041;216;614;132;170;3;0;1
08;HOGAR;08004;SALA DE HOGAR;08004036;LAMPARA DE MESA FIGURAS;729;207;253;18;84;5;3;1
08;HOGAR;08004;SALA DE HOGAR;08004037;LAMPARA DE ESCRITORIO;591;171;55;24;29;318;0;10
08;HOGAR;08004;SALA DE HOGAR;08004040;LAMPARA P/NIÑOS;1104;216;2;66;1;835;3;11
08;HOGAR;08004;SALA DE HOGAR;08004042;RELOJ D/PARED P/NIÑOS;714;192;493;0;112;3;0;1
08;HOGAR;08004;SALA DE HOGAR;08004043;ESPEJOS DE HOGAR;317;85;256;12;23;54;3;3
08;HOGAR;08004;SALA DE HOGAR;08004044;PLANTA ARTIFICIAL DECORATIVA D/MESA;5808;588;79;265;15;3651;8;37
08;HOGAR;08004;SALA DE HOGAR;08004048;COJIN SAN VALENTIN;3135;774;2434;96;514;6;0;2
08;HOGAR;08004;SALA DE HOGAR;08004049;SET CORTINA P/SALA;1260;180;230;0;121;40;2;1
08;HOGAR;08004;SALA DE HOGAR;08004050;FLORES ARTIFICIALES DECORATIVAS D/COLGAR;3672;690;1383;0;410;966;1;6
08;HOGAR;08004;SALA DE HOGAR;08004054;CORTINA P/SALA ESTAMPADA;1077;324;38;78;21;770;1;10
08;HOGAR;08004;SALA DE HOGAR;08004055;SET CORTINAS P/SALA ESTAMPADAS;2550;444;136;6;141;7292;0;3
08;HOGAR;08004;SALA DE HOGAR;08004063;LETRAS METALICAS;1578;540;63;0;66;559;2;10
08;HOGAR;08004;SALA DE HOGAR;08004064;ESPEJO D/PARED DECORATIVO ;262;65;103;0;33;14;4;3
08;HOGAR;08004;SALA DE HOGAR;08004066;RELOJ D/MESA P/NIÑOS;714;195;0;0;5;206;3;6
08;HOGAR;08004;SALA DE HOGAR;08004067;INCIENSOS;12942;2850;4957;0;740;2502;0;9
08;HOGAR;08004;SALA DE HOGAR;08004068;FORROS P/MUEBLE;540;48;21;9;12;587;0;21
08;HOGAR;08004;SALA DE HOGAR;08004071;ADORNOS D/VERANO;1668;438;1621;0;179;3;2;1
08;HOGAR;08004;SALA DE HOGAR;08004072;RELOJ DE MESA;633;153;124;0;15;2855;1;12
08;HOGAR;08004;SALA DE HOGAR;08004077;BATERIAS D;690;432;349;0;196;81;248;1
08;HOGAR;08004;SALA DE HOGAR;08004080;ADORNO ESFERA DECORATIVA CRISTAL P/MESA;;357;569;0;250;3;2;1
08;HOGAR;08004;SALA DE HOGAR;08004081;RETRATERA PERSONAL C/LUZ ;1599;420;1198;6;282;3;3;1
08;HOGAR;08005;LINEA BLANCA;08005004;ESTUFA DE GAS;184;51;46;6;34;132;0;1
08;HOGAR;08005;LINEA BLANCA;08005005;ESTUFA ELECTRICA 1 QUEMADOR;261;72;70;12;4;760;1;7
08;HOGAR;08005;LINEA BLANCA;08005009;VENTILADOR PORTATIL;4692;1098;169;232;170;5125;35;59
08;HOGAR;08005;LINEA BLANCA;08005010;VENTILADOR ´´10´´;1664;560;36;207;43;1599;12;3
